58.9680427,5.7324722,169.2
59.9132694,10.7391112,152.85
51.5644477,4.75122967849,139.7
55.6867243,12.5700724,138.91
47.3685586,8.5404434,132.03
48.8566101,2.3514992,130.3
46.2017559,6.1466014,122.69
45.4667971,9.1904984,122.58
53.3497645,-6.2602731,120.79
50.8465565,4.351697,120
51.5073219,-0.1276473,118.47
52.5170365,13.3888599,115.24
45.7578137,4.8320114,115.04
60.1674086,24.9425683,113.91
61.4980214,23.7603118,111.96
52.3745403,4.89797550562,111.3
41.1172364,1.2546057,111.19
59.3251172,18.0710935,111.02
51.7520131,-1.2578498,110.15
27.9477595,-82.4584439,109.64
48.1371079,11.5753822,107.96
-33.8679573,151.210047,104.83
39.9622601,-83.0007064,104.69
48.2083537,16.3725042,103.88
40.4167047,-3.7035824,103.67
45.5202471,-122.6741948,102.9
33.7490987,-84.3901848,100.99
53.5343609,-113.5065084,100.36
47.6038321,-122.3300623,100.33
40.7305991,-73.9865811,100
53.7974185,-1.543794,99.5
50.1106529,8.6820934,97.86
41.3825596,2.1771353,96.82
-37.8142175,144.9631608,96.36
43.2629489,-2.9349458,96.04
32.0804808,34.7805274,94
44.9772995,-93.2654691,92.85
30.2711286,-97.7436994,91.38
37.7792808,-122.4192362,90.64
34.2255804,139.294774527,89.31
42.3604823,-71.0595677,89.11
37.5666791,126.9782914,88.6
39.4699014,-0.3759512,86.07
39.9523993,-75.1635898,85.45
38.7077926,-9.136506,85.42
-26.9924394,-48.6339781,85.38
45.4971225,-73.6114885,85.34
41.7030484,-4.69695077904,84.45
43.6529206,-79.3849007,83.37
24.4747961,54.3705762,82.82
45.8131545,15.9770298,82.23
37.3886303,-5.995317,79.5
41.6521342,-0.8809427,79.31
40.7999998,-96.6678212,79.2
46.049865,14.5068921,75.99
35.1739302,33.364726,75.83
25.2683521,55.2961962,74.45
-22.9110136,-43.2093726,73.66
50.0874654,14.4212503,72.08
39.3292396,-82.1012554,71.36
-33.4377967,-70.650445,70.67
35.7006177,51.401375,69.14
43.2166104,27.9017131,68.85
56.9493977,24.1051846,68.18
22.2793278,114.1628131,68.02
44.8178787,20.4568089,66.8
48.1031517,20.7902158,66.76
1.2904527,103.852038,65.94
31.9515694,35.9239625,65.64
47.4983815,19.0404707,63.73
55.7506828,37.6174976,63.28
41.0096334,28.9651646,62.6
42.2835454,18.8378775,61.13
-26.2049999,28.0497222,61.11
54.5164982,18.5402738,60.16
45.2551053,19.845081,59.65
6.2443382,-75.5735529,59.16
52.4082663,16.9335199,56.5
42.6977211,23.3225964,56.08
26.2235041,50.5822436,55
4.5980478,-74.0760866,54.36
41.31588575,19.9009121645,54
52.2319237,21.0067265,53.89
-25.2959915,-57.6311195,53.59
31.2253441,121.4888922,53.2
32.6707877,51.6650002,52.95
40.7399963,-2.50592992588,50.8
44.1724166,28.620819663,50.73
37.0033484,35.3263252,50.15
54.6870458,25.2829111,50.06
19.4326009,-99.1333415,49.39
11.0869172,-73.8807027103,49.19
44.7719893,17.1898768,48.96
-34.6075797,-58.4375796,47.15
58.0149643,56.2467244,46.33
10.506098,-66.9146016,43.93
44.4361414,26.1027202,43.73
39.9059631,116.391248,43.16
53.902334,27.5618791,43.04
46.7693367,23.5900604,42.49
-6.1753941,106.8271826,40.83
-16.4956405,-68.1334547,39.76
23.0216238,72.5797068,38.37
2.74378195,101.711611883,37.55
13.7538929,100.8160803,36.56
49.9902794,36.2303893,35.73
22.5677459,88.3476023,34.79
48.4680221,35.0417711,33.83
50.4501071,30.5240501,33.76
18.9321862,72.8308337,33.26
18.64395815,73.9325681901,32.55
28.6517178,77.2219388,32.43
17.3616227,78.4747305,32
13.0796914,80.2829533,31.18
12.9791198,77.5912997,29.82
